x,y,additional_three,additional_two,additional_one,duration_m,parallel_processes
210,66,0.0,0.0,0.0,1883,3
213,242,0.0,0.0,0.0,8886,5
148,151,0.0,0.0,0.0,5981,4
215,148,0.0,0.0,0.0,6281,4
148,151,0.0,0.0,0.0,2873,3
278,257,1.0,0.0,0.0,36642,2
335,338,0.0,0.0,0.0,20712,3
215,148,0.0,0.0,0.0,3579,5
213,242,0.0,0.0,0.0,12503,4
210,66,0.0,0.0,0.0,2999,5
259,124,0.0,0.0,0.0,1727,1
130,237,0.0,0.0,0.0,1471,1
259,124,0.0,0.0,0.0,3217,3
217,185,0.0,0.0,1.0,19102,6
341,126,0.0,1.0,0.0,41556,12
50,113,1.0,0.0,0.0,78214,6
231,263,0.0,0.0,0.0,24939,7
217,50,0.0,0.0,0.0,5122,7
130,237,0.0,0.0,0.0,12521,6
145,184,0.0,0.0,0.0,11127,7
336,97,0.0,0.0,0.0,23716,12
217,50,0.0,0.0,0.0,4517,6
108,51,0.0,0.0,0.0,3367,8
259,124,0.0,0.0,0.0,14781,14
114,90,1.0,0.0,0.0,68257,13
145,184,0.0,0.0,0.0,17484,12
217,185,0.0,0.0,1.0,57029,10
130,237,0.0,0.0,0.0,15567,13
94,180,0.0,0.0,0.0,13181,13
231,263,0.0,0.0,0.0,29307,14
217,50,0.0,0.0,0.0,10822,13
295,282,0.0,0.0,0.0,29415,15
108,51,0.0,0.0,0.0,5707,12
69,143,0.0,0.0,0.0,5098,11
341,126,0.0,1.0,0.0,67780,15
108,51,0.0,0.0,0.0,3636,8
94,180,0.0,0.0,0.0,11536,10
244,82,0.0,0.0,0.0,16925,8
217,50,0.0,0.0,0.0,8466,8
249,281,1.0,0.0,0.0,114109,10
94,180,0.0,0.0,0.0,7028,8
244,82,0.0,0.0,0.0,8203,7
217,50,0.0,0.0,0.0,5422,8
108,51,0.0,0.0,0.0,2273,7
50,113,1.0,0.0,0.0,43396,11
104,226,0.0,0.0,0.0,8582,8
114,90,1.0,0.0,0.0,68818,7
130,237,0.0,0.0,0.0,13059,7
217,185,0.0,0.0,1.0,40109,12
103,88,0.0,1.0,0.0,42185,12
69,143,0.0,0.0,0.0,4159,6
341,126,0.0,1.0,0.0,92982,14
272,149,0.0,0.0,0.0,23670,10
104,226,0.0,0.0,0.0,15222,9
207,178,0.0,0.0,0.0,17565,9
50,113,1.0,0.0,0.0,91284,16
114,90,1.0,0.0,0.0,97853,8
130,237,0.0,0.0,0.0,12387,8
103,88,0.0,1.0,0.0,40725,13
308,191,0.0,0.0,1.0,68779,13
217,185,0.0,0.0,1.0,62119,13
217,50,0.0,0.0,0.0,6993,9
94,180,0.0,0.0,0.0,14895,12
249,281,1.0,0.0,0.0,140858,11
108,51,0.0,0.0,0.0,8280,11
244,82,0.0,0.0,0.0,12516,11
307,120,0.0,0.0,0.0,30025,15
69,143,0.0,0.0,0.0,8686,9
337,301,0.0,0.0,0.0,47082,10
341,126,0.0,1.0,0.0,73991,11
272,149,0.0,0.0,0.0,15953,11
207,178,0.0,0.0,0.0,16591,11
102,64,0.0,0.0,0.0,4768,10
50,113,1.0,0.0,0.0,42337,8
104,226,0.0,0.0,0.0,15744,9
207,178,0.0,0.0,0.0,10112,6
50,113,1.0,0.0,0.0,50145,8
100,92,0.0,0.0,0.0,6716,7
102,64,0.0,0.0,0.0,6049,7
104,226,0.0,0.0,0.0,9077,7
69,143,0.0,0.0,0.0,1747,4
341,126,0.0,1.0,0.0,85067,5
272,149,0.0,0.0,0.0,28227,5
337,301,0.0,0.0,0.0,43548,12
59,288,0.0,0.0,0.0,21618,6
100,92,0.0,0.0,0.0,1631,5
104,226,0.0,0.0,0.0,9539,10
50,113,1.0,0.0,0.0,45233,6
102,64,0.0,0.0,0.0,2753,6
94,180,0.0,0.0,0.0,9806,12
249,281,1.0,0.0,0.0,107606,11
84,58,0.0,0.0,0.0,3341,10
132,217,0.0,0.0,0.0,12769,11
217,50,0.0,0.0,0.0,6652,12
207,178,0.0,0.0,0.0,18544,11
108,51,0.0,0.0,0.0,1919,10
307,120,0.0,0.0,0.0,14217,9
244,82,0.0,0.0,0.0,11134,8
50,113,1.0,0.0,0.0,32459,4
341,126,0.0,1.0,0.0,81218,5
84,58,0.0,0.0,0.0,935,4
102,64,0.0,0.0,0.0,1420,5
102,211,0.0,0.0,0.0,4286,9
104,226,0.0,0.0,0.0,10733,9
100,92,0.0,0.0,0.0,3938,10
59,288,0.0,0.0,0.0,10365,11
239,55,0.0,0.0,0.0,5701,12
337,301,0.0,0.0,0.0,46740,14
207,178,0.0,0.0,0.0,12590,10
272,149,0.0,0.0,0.0,12842,9
69,143,0.0,0.0,0.0,5924,10
221,106,1.0,0.0,0.0,62198,4
84,58,0.0,0.0,0.0,5843,6
50,113,1.0,0.0,0.0,48716,6
207,178,0.0,0.0,0.0,24404,6
102,211,0.0,0.0,0.0,18776,8
102,64,0.0,0.0,0.0,7377,10
104,226,0.0,0.0,0.0,17957,9
100,92,0.0,0.0,0.0,8285,10
217,185,0.0,0.0,0.0,2282,1
249,332,0.0,0.0,1.0,12072,1
217,185,0.0,0.0,0.0,4191,2
249,332,0.0,0.0,1.0,15659,2
143,151,0.0,0.0,0.0,6397,4
112,188,0.0,0.0,0.0,9065,4
217,185,0.0,0.0,0.0,10366,4
112,188,0.0,0.0,0.0,1976,2
249,332,0.0,0.0,1.0,15792,3
217,185,0.0,0.0,0.0,3576,2
94,187,1.0,0.0,0.0,17636,2
217,185,0.0,0.0,0.0,2199,2
94,187,1.0,0.0,0.0,17605,3
106,179,0.0,0.0,0.0,1847,2
112,188,0.0,0.0,0.0,1922,2
249,332,0.0,0.0,1.0,14976,2
112,188,0.0,0.0,0.0,1271,3
217,185,0.0,0.0,0.0,5537,4
106,179,0.0,0.0,0.0,2349,4
94,187,1.0,0.0,0.0,34868,4
249,332,0.0,0.0,1.0,24930,4
239,335,0.0,0.0,0.0,25864,3
112,188,0.0,0.0,0.0,1406,1
249,332,0.0,0.0,1.0,11786,6
106,179,0.0,0.0,0.0,7336,6
317,64,0.0,0.0,0.0,8190,6
239,335,0.0,0.0,0.0,15855,5
217,185,0.0,0.0,0.0,8811,6
94,187,1.0,0.0,0.0,22820,6
249,332,0.0,0.0,1.0,16206,6
112,188,0.0,0.0,0.0,10085,8
217,185,0.0,0.0,0.0,17434,6
317,64,0.0,0.0,0.0,10607,8
239,335,0.0,0.0,0.0,20514,7
127,277,1.0,0.0,0.0,44741,6
94,187,1.0,0.0,0.0,32859,7
106,179,0.0,0.0,0.0,6525,8
249,332,0.0,0.0,1.0,22633,5
94,187,1.0,0.0,0.0,41915,3
85,112,0.0,0.0,0.0,1368,4
112,188,0.0,0.0,0.0,2912,5
317,64,0.0,0.0,0.0,13632,7
239,335,0.0,0.0,0.0,22562,5
217,185,0.0,0.0,0.0,15308,6
106,179,0.0,0.0,0.0,11178,7
127,277,1.0,0.0,0.0,41662,7
193,168,0.0,0.0,0.0,3138,4
159,265,0.0,0.0,0.0,8621,8
229,133,0.0,1.0,0.0,66779,18
161,96,0.0,0.0,1.0,10701,11
332,169,0.0,0.0,0.0,19488,14
62,196,0.0,0.0,0.0,7695,10
232,205,0.0,0.0,0.0,38342,15
257,345,1.0,0.0,0.0,267687,18
255,159,1.0,0.0,0.0,311373,30
183,137,0.0,1.0,0.0,69484,22
193,168,0.0,0.0,0.0,16987,15
62,196,0.0,0.0,0.0,7485,12
161,96,0.0,0.0,1.0,36878,17
76,341,0.0,0.0,0.0,17511,14
159,265,0.0,0.0,0.0,18560,14
330,81,0.0,0.0,0.0,31260,20
213,287,0.0,0.0,0.0,31726,19
284,177,0.0,0.0,0.0,48491,24
332,169,0.0,0.0,0.0,56632,23
217,234,1.0,0.0,0.0,349648,30
76,341,0.0,0.0,0.0,34299,22
204,144,1.0,0.0,0.0,214892,23
159,265,0.0,0.0,0.0,41982,23
232,205,0.0,0.0,0.0,41432,24
332,132,0.0,0.0,0.0,44120,22
311,194,0.0,0.0,0.0,66027,24
62,196,0.0,0.0,0.0,14417,17
330,81,0.0,0.0,0.0,23582,21
338,163,0.0,0.0,0.0,47707,24
213,287,0.0,0.0,0.0,45355,24
201,147,1.0,0.0,0.0,265663,34
125,218,1.0,0.0,0.0,193246,24
161,96,0.0,0.0,1.0,45432,26
228,277,0.0,0.0,0.0,56492,25
284,177,0.0,0.0,0.0,46489,23
229,133,0.0,1.0,0.0,80972,22
183,137,0.0,1.0,0.0,129610,23
232,205,0.0,0.0,0.0,36662,20
330,81,0.0,0.0,0.0,27387,20
93,93,0.0,0.0,0.0,8786,18
332,132,0.0,0.0,0.0,48328,19
146,294,0.0,0.0,0.0,39335,20
62,196,0.0,0.0,0.0,11573,19
338,163,0.0,0.0,0.0,51993,22
135,174,0.0,0.0,0.0,15675,17
311,194,0.0,0.0,0.0,44507,21
213,287,0.0,0.0,0.0,63955,24
146,294,0.0,0.0,0.0,70923,22
332,132,0.0,0.0,0.0,37611,17
232,205,0.0,0.0,0.0,51203,18
311,280,0.0,0.0,0.0,112125,22
62,196,0.0,0.0,0.0,19088,16
114,285,0.0,0.0,0.0,76142,22
93,93,0.0,0.0,0.0,12958,17
338,163,0.0,0.0,0.0,90395,24
330,81,0.0,0.0,0.0,57678,24
213,287,0.0,0.0,0.0,74373,24
311,194,0.0,0.0,0.0,115993,32
258,142,0.0,0.0,0.0,55100,18
135,174,0.0,0.0,0.0,45486,18
228,277,0.0,0.0,0.0,94711,35
183,137,0.0,1.0,0.0,156816,34
82,107,1.0,0.0,0.0,245874,37
159,265,0.0,0.0,0.0,74665,30
204,144,1.0,0.0,0.0,264805,32
76,341,0.0,0.0,0.0,73635,29
161,96,0.0,0.0,1.0,84379,31
330,81,0.0,0.0,0.0,55319,25
62,196,0.0,0.0,0.0,17530,27
167,265,0.0,0.0,0.0,73085,30
149,140,0.0,0.0,0.0,50228,25
114,285,0.0,0.0,0.0,52976,27
311,280,0.0,0.0,0.0,126589,29
146,294,0.0,0.0,0.0,69110,33
335,300,0.0,0.0,0.0,124044,30
125,218,1.0,0.0,0.0,257536,39
284,177,0.0,0.0,0.0,83670,36
338,163,0.0,0.0,0.0,118510,33
232,205,0.0,0.0,0.0,85102,35
324,330,0.0,0.0,0.0,160932,40
93,93,0.0,0.0,0.0,21552,26
332,132,0.0,0.0,0.0,91474,36
149,165,0.0,0.0,0.0,42096,31
193,168,0.0,0.0,0.0,56536,29
213,287,0.0,0.0,0.0,74499,29
255,159,1.0,0.0,0.0,345580,45
258,142,0.0,0.0,0.0,55166,30
311,194,0.0,0.0,0.0,71661,31
135,174,0.0,0.0,0.0,34708,26
324,269,0.0,0.0,0.0,102958,36
92,286,0.0,0.0,0.0,61201,30
229,133,0.0,1.0,0.0,166786,35
201,147,1.0,0.0,0.0,253031,45
103,278,1.0,0.0,0.0,440090,25
217,234,1.0,0.0,0.0,359310,39
332,169,0.0,0.0,0.0,51366,28
93,93,0.0,0.0,0.0,11582,20
335,300,0.0,0.0,0.0,108860,25
62,196,0.0,0.0,0.0,11159,20
87,99,0.0,0.0,0.0,8682,19
330,81,0.0,0.0,0.0,31244,24
114,285,0.0,0.0,0.0,68704,25
338,163,0.0,0.0,0.0,66390,26
258,142,0.0,0.0,0.0,56094,25
311,194,0.0,0.0,0.0,92707,27
213,287,0.0,0.0,0.0,122478,33
92,286,0.0,0.0,0.0,39013,26
135,174,0.0,0.0,0.0,32954,25
92,312,0.0,0.0,0.0,67124,30
146,294,0.0,0.0,0.0,69042,27
232,205,0.0,0.0,0.0,73749,29
174,69,0.0,0.0,0.0,20947,23
311,280,0.0,0.0,0.0,134197,42
324,330,0.0,0.0,0.0,190338,31
332,132,0.0,0.0,0.0,83009,33
213,261,0.0,0.0,0.0,91223,39
82,107,1.0,0.0,0.0,238089,40
183,137,0.0,1.0,0.0,217454,42
228,277,0.0,0.0,0.0,75929,41
62,196,0.0,0.0,0.0,20609,22
93,93,0.0,0.0,0.0,6477,22
335,300,0.0,0.0,0.0,138360,28
338,163,0.0,0.0,0.0,78314,33
309,117,0.0,0.0,1.0,129451,27
330,81,0.0,0.0,0.0,37562,38
87,99,0.0,0.0,0.0,8030,22
114,285,0.0,0.0,0.0,40282,37
159,265,0.0,0.0,0.0,67095,32
76,341,0.0,0.0,0.0,44879,34
161,96,0.0,0.0,1.0,78444,28
284,177,0.0,0.0,0.0,103287,26
125,218,1.0,0.0,0.0,410173,35
204,144,1.0,0.0,0.0,407326,38
92,286,0.0,0.0,0.0,62074,29
283,318,0.0,0.0,0.0,170298,44
149,140,0.0,0.0,0.0,42070,31
349,219,0.0,0.0,0.0,109457,31
134,120,0.0,0.0,0.0,33334,32
258,142,0.0,0.0,0.0,74707,30
167,265,0.0,0.0,0.0,85220,30
213,287,0.0,0.0,0.0,125864,44
135,174,0.0,0.0,0.0,50827,32
311,194,0.0,0.0,0.0,121685,45
92,312,0.0,0.0,0.0,53985,32
332,132,0.0,0.0,0.0,66990,35
189,125,0.0,0.0,0.0,25571,29
324,330,0.0,0.0,0.0,181709,25
232,205,0.0,0.0,0.0,83226,33
311,280,0.0,0.0,0.0,135666,26
93,93,0.0,0.0,0.0,18435,26
338,163,0.0,0.0,0.0,107070,30
213,108,0.0,0.0,0.0,39615,32
146,294,0.0,0.0,0.0,80962,35
174,69,0.0,0.0,0.0,22367,28
62,196,0.0,0.0,0.0,22769,28
330,81,0.0,0.0,0.0,52051,37
335,300,0.0,0.0,0.0,162126,30
114,285,0.0,0.0,0.0,60858,37
309,117,0.0,0.0,1.0,171891,43
87,99,0.0,0.0,0.0,18033,28
263,345,0.0,0.0,0.0,114291,30
135,174,0.0,0.0,0.0,53177,34
227,143,0.0,0.0,1.0,115792,29
213,287,0.0,0.0,0.0,89688,29
149,165,0.0,0.0,0.0,54849,34
92,312,0.0,0.0,0.0,55611,34
311,194,0.0,0.0,0.0,119182,31
349,219,0.0,0.0,0.0,120821,30
258,142,0.0,0.0,0.0,66820,33
255,159,1.0,0.0,0.0,354165,41
193,168,0.0,0.0,0.0,48859,32
92,286,0.0,0.0,0.0,33891,29
213,261,0.0,0.0,0.0,80091,26
183,137,0.0,1.0,0.0,207903,35
69,256,0.0,0.0,0.0,34344,25
82,107,1.0,0.0,0.0,192965,41
228,277,0.0,0.0,0.0,74405,23
93,237,1.0,0.0,0.0,250073,23
227,143,0.0,0.0,1.0,101530,26
311,194,0.0,0.0,0.0,53534,34
262,107,0.0,1.0,0.0,212021,25
92,312,0.0,0.0,0.0,42513,36
103,278,1.0,0.0,0.0,338526,24
135,174,0.0,0.0,0.0,21240,28
349,219,0.0,0.0,0.0,114578,25
217,234,1.0,0.0,0.0,301701,24
332,169,0.0,0.0,0.0,112808,25
92,286,0.0,0.0,0.0,28292,33
258,142,0.0,0.0,0.0,55772,35
213,287,0.0,0.0,0.0,102493,29
232,205,0.0,0.0,0.0,67349,32
189,125,0.0,0.0,0.0,38934,36
146,294,0.0,0.0,0.0,79191,32
311,280,0.0,0.0,0.0,134296,43
332,132,0.0,0.0,0.0,103796,30
174,69,0.0,0.0,0.0,45429,35
93,93,0.0,0.0,0.0,26805,36
309,117,0.0,0.0,1.0,148838,44
62,94,0.0,1.0,0.0,153313,44
324,330,0.0,0.0,0.0,217724,39
213,108,0.0,0.0,0.0,67986,33
286,262,1.0,0.0,0.0,384527,40
338,163,0.0,0.0,0.0,127011,46
335,300,0.0,0.0,0.0,197440,40
330,81,0.0,0.0,0.0,80292,32
62,196,0.0,0.0,0.0,31471,33
87,99,0.0,0.0,0.0,26769,34
114,285,0.0,0.0,0.0,83953,38
69,256,0.0,0.0,0.0,18515,30
82,93,0.0,0.0,0.0,9565,25
213,261,0.0,0.0,0.0,76373,27
183,137,0.0,1.0,0.0,159057,26
204,144,1.0,0.0,0.0,270685,23
159,265,0.0,0.0,0.0,63240,27
149,140,0.0,0.0,0.0,22656,30
82,107,1.0,0.0,0.0,190234,28
228,277,0.0,0.0,0.0,98617,26
283,318,0.0,0.0,0.0,136414,28
161,96,0.0,0.0,1.0,70248,28
76,341,0.0,0.0,0.0,56488,29
134,120,0.0,0.0,0.0,31542,29
284,177,0.0,0.0,0.0,92248,28
160,135,1.0,0.0,0.0,290212,38
167,265,0.0,0.0,0.0,70184,29
71,79,0.0,1.0,0.0,110848,33
125,218,1.0,0.0,0.0,274264,37
189,320,0.0,0.0,0.0,64242,17
244,136,0.0,1.0,0.0,150930,17
125,109,0.0,0.0,0.0,11805,16
233,180,0.0,0.0,0.0,33327,18
125,109,0.0,0.0,0.0,20131,16
338,180,0.0,0.0,0.0,59268,16
233,180,0.0,0.0,0.0,46063,16
116,179,1.0,0.0,0.0,167175,26
244,257,1.0,0.0,0.0,232945,19
189,320,0.0,0.0,0.0,58935,14
338,180,0.0,0.0,0.0,57856,11
125,109,0.0,0.0,0.0,18168,12
293,289,0.0,0.0,0.0,78935,18
244,136,0.0,1.0,0.0,126573,16
159,265,0.0,0.0,0.0,40259,15
71,337,0.0,0.0,0.0,35303,16
149,140,0.0,0.0,0.0,13786,15
82,93,0.0,0.0,0.0,4353,13
283,318,0.0,0.0,0.0,77769,21
204,144,1.0,0.0,0.0,166433,16
138,222,0.0,0.0,0.0,25394,15
76,341,0.0,0.0,0.0,28791,17
87,177,0.0,0.0,0.0,11821,15
125,109,0.0,0.0,0.0,8252,14
293,289,0.0,0.0,0.0,54965,21
338,180,0.0,0.0,0.0,43578,21
326,50,0.0,0.0,0.0,20667,18
183,137,0.0,1.0,0.0,120266,20
213,261,0.0,0.0,0.0,39875,17
160,135,1.0,0.0,0.0,158741,13
69,256,0.0,0.0,0.0,11775,14
82,107,1.0,0.0,0.0,138387,16
228,277,0.0,0.0,0.0,41921,18
116,179,1.0,0.0,0.0,132634,13
338,87,0.0,0.0,0.0,27455,15
233,180,0.0,0.0,0.0,39231,18
87,177,0.0,0.0,0.0,12683,13
293,289,0.0,0.0,0.0,56228,14
125,109,0.0,0.0,0.0,13710,12
282,301,0.0,0.0,0.0,83913,13
338,180,0.0,0.0,0.0,70693,15
189,320,0.0,0.0,0.0,47932,10
74,229,0.0,0.0,0.0,27380,11
244,257,1.0,0.0,0.0,96096,14
116,179,1.0,0.0,0.0,30013,2
212,205,0.0,0.0,0.0,9648,5
233,180,0.0,0.0,0.0,10448,5
338,87,0.0,0.0,0.0,10299,5
317,112,0.0,0.0,0.0,11007,5
116,179,1.0,0.0,0.0,48850,5
212,205,0.0,0.0,0.0,13263,5
338,87,0.0,0.0,0.0,9598,6
233,180,0.0,0.0,0.0,10605,6
74,229,0.0,0.0,0.0,2894,4
189,320,0.0,0.0,0.0,8859,5
244,257,1.0,0.0,0.0,68934,5
90,168,1.0,0.0,0.0,50211,9
212,205,0.0,0.0,0.0,22853,8
268,104,1.0,0.0,0.0,77718,6
338,87,0.0,0.0,0.0,21239,8
233,180,0.0,0.0,0.0,26501,8
116,179,1.0,0.0,0.0,65561,9
317,112,0.0,0.0,0.0,22876,8
90,168,1.0,0.0,0.0,50287,4
189,320,0.0,0.0,0.0,16848,7
74,229,0.0,0.0,0.0,11587,7
84,132,0.0,0.0,0.0,8067,7
244,257,1.0,0.0,0.0,51186,7
316,243,0.0,0.0,0.0,5933,4
244,64,0.0,0.0,0.0,4774,5
258,50,1.0,0.0,0.0,61425,8
278,268,0.0,0.0,0.0,12326,8
346,305,1.0,0.0,0.0,172562,11
237,256,0.0,0.0,0.0,17631,8
138,202,0.0,0.0,0.0,7694,6
316,243,0.0,0.0,0.0,26310,9
244,64,0.0,0.0,0.0,6264,7
278,268,0.0,0.0,0.0,27750,12
223,313,0.0,1.0,0.0,72263,10
178,334,0.0,0.0,0.0,33119,9
244,64,0.0,0.0,0.0,11317,9
237,256,0.0,0.0,0.0,34833,8
316,243,0.0,0.0,0.0,36416,10
138,202,0.0,0.0,0.0,13718,10
175,123,0.0,0.0,0.0,11244,8
234,109,0.0,0.0,0.0,8436,5
258,50,1.0,0.0,0.0,87269,7
209,75,0.0,0.0,0.0,7111,7
244,64,0.0,0.0,0.0,8378,7
237,256,0.0,0.0,0.0,19256,6
178,334,0.0,0.0,0.0,14623,6
278,268,0.0,0.0,0.0,24824,8
178,334,0.0,0.0,0.0,37849,8
223,313,0.0,1.0,0.0,122998,8
203,328,0.0,1.0,0.0,87253,13
65,266,0.0,0.0,1.0,44507,8
244,64,0.0,0.0,0.0,8734,10
237,256,0.0,0.0,0.0,46767,9
209,75,0.0,0.0,0.0,10446,10
209,75,0.0,0.0,0.0,8863,9
328,143,0.0,1.0,0.0,74573,7
65,266,0.0,0.0,1.0,44587,10
53,319,0.0,0.0,0.0,12351,12
258,50,1.0,0.0,0.0,88482,14
244,64,0.0,0.0,0.0,9494,11
178,334,0.0,0.0,0.0,29502,11
237,256,0.0,0.0,0.0,45102,11
234,109,0.0,0.0,0.0,16088,12
346,305,1.0,0.0,0.0,176511,12
272,280,0.0,0.0,0.0,37834,10
209,75,0.0,0.0,0.0,4857,3
178,334,0.0,0.0,0.0,22280,7
244,64,0.0,0.0,0.0,5483,8
107,301,0.0,0.0,0.0,15228,8
237,256,0.0,0.0,0.0,20735,10
328,143,0.0,1.0,0.0,49424,8
65,266,0.0,0.0,1.0,24533,10
53,319,0.0,0.0,0.0,10124,8
234,109,0.0,0.0,0.0,8372,8
147,115,0.0,0.0,0.0,4399,7
258,50,1.0,0.0,0.0,50791,13
328,143,0.0,1.0,0.0,65704,6
65,266,0.0,0.0,1.0,49779,6
178,334,0.0,0.0,0.0,34195,12
237,256,0.0,0.0,0.0,48935,7
209,75,0.0,0.0,0.0,14236,10
295,141,0.0,0.0,0.0,40250,13
107,301,0.0,0.0,0.0,26677,14
244,64,0.0,0.0,0.0,15763,12
234,109,0.0,0.0,0.0,27986,12
258,50,1.0,0.0,0.0,64952,12
53,319,0.0,0.0,0.0,25548,11
147,115,0.0,0.0,0.0,22627,11
184,84,0.0,0.0,0.0,19170,12
113,124,1.0,0.0,0.0,39617,8
346,305,1.0,0.0,0.0,83615,4
272,280,0.0,0.0,0.0,16995,4
234,109,0.0,0.0,0.0,9722,7
184,84,0.0,0.0,0.0,7196,8
53,319,0.0,0.0,0.0,7521,8
147,115,0.0,0.0,0.0,7107,8
230,192,0.0,0.0,0.0,8816,7
258,50,1.0,0.0,0.0,27836,6
261,162,0.0,0.0,0.0,3497,3
346,305,1.0,0.0,0.0,42324,2
272,280,0.0,0.0,0.0,10996,4
113,124,1.0,0.0,0.0,20723,3
113,124,1.0,0.0,0.0,20365,3
346,305,1.0,0.0,0.0,40037,2
189,115,0.0,0.0,0.0,8963,5
261,162,0.0,0.0,0.0,15236,5
272,280,0.0,0.0,0.0,18367,5
144,147,0.0,1.0,0.0,11493,5
346,305,1.0,0.0,0.0,53666,2
272,280,0.0,0.0,0.0,20739,4
261,162,0.0,0.0,0.0,11892,6
113,124,1.0,0.0,0.0,32572,5
189,115,0.0,0.0,0.0,5241,5
346,305,1.0,0.0,0.0,55048,1
189,115,0.0,0.0,0.0,2070,4
272,280,0.0,0.0,0.0,11557,6
261,162,0.0,0.0,0.0,10878,6
144,147,0.0,1.0,0.0,21175,5
151,53,0.0,0.0,0.0,1877,6
113,124,1.0,0.0,0.0,26527,4
